Field=#~Integer~#~50|Field=Case/Package~String~Case/Package~100|Field=Category~String~Category~100|Field=Description~String~Description~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Subtotal per Board 1~Float~Supplier Subtotal per Board 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~USD|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~Breathalyzer.PrjPCB|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Breathalyzer\Breathalyzer.PrjPCB|ReportField=Title~Bill of Materials For Project [Breathalyzer.PrjPCB] (No PCB Document Selected)|ReportField=ReportTime~8:25:16 PM|ReportField=ReportDate~2018-12-14|ReportField=ReportDateTime~2018-12-14 8:25:16 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~73|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=Address1~New Lenox, IL 60451|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~2018-12-14|ReportField=CurrentTime~7:22:47 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Public\Documents\Altium\Breathalyzer\Breathalyzer.SchDoc|ReportField=DocumentName~Breathalyzer.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~Chris Segiet|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~2018-12-14|ReportField=Organization~Chris Segiet|ReportField=ProjectName~Breathalyzer.PrjPCB|ReportField=Revision~A|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~1|ReportField=Time~|ReportField=Title~Bluetooth Breathalyzer|ReportField=DataSourceFileName~Breathalyzer.PrjPCB|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Breathalyzer\Breathalyzer.PrjPCB|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
21|0805||CAP CER 0.47UF 25V X7R 0805|CC0805KKX7R8BB474|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DCC0805KKX7R8BB474%26seller%3DDigi-Key%26sku%3D311-1364-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DCC0805KKX7R8BB474%26seller%3DDigi-Key%26sku%3D311-1364-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CC0805KKX7R8BB474{URL.TIP}Manufacturer|1|Digi-Key|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DCC0805KKX7R8BB474%26seller%3DDigi-Key%26sku%3D311-1364-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-1364-6-ND{URL.TIP}Supplier|0|8.06|0.08|0.08
22|0805||CAP CER 10UF 6.3V X7R 0805|08056C106KAT2A|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKyocera%2520AVX%26mpn%3D08056C106KAT2A%26seller%3DDigi-Key%26sku%3D478-5322-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Kyocera%20AVX{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKyocera%2520AVX%26mpn%3D08056C106KAT2A%26seller%3DDigi-Key%26sku%3D478-5322-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}08056C106KAT2A{URL.TIP}Manufacturer|6|Digi-Key|USD|600|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKyocera%2520AVX%26mpn%3D08056C106KAT2A%26seller%3DDigi-Key%26sku%3D478-5322-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}478-5322-6-ND{URL.TIP}Supplier|0|199.93|2|0.33
23|0805||RES SMD 10K OHM 1% 1/8W 0805|RC0805FR-0710KL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-0710KL{URL.TIP}Manufacturer|11|Digi-Key|USD|1100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-10.0KCRDKR-ND{URL.TIP}Supplier|49424775|8.38|0.08|0.01
24|0805||RES SMD 18K OHM 1% 1/8W 0805|CRCW080518K0FKEA|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW080518K0FKEA%26seller%3DDigi-Key%26sku%3D541-18.0KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW080518K0FKEA%26seller%3DDigi-Key%26sku%3D541-18.0KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW080518K0FKEA{URL.TIP}Manufacturer|1|Digi-Key|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW080518K0FKEA%26seller%3DDigi-Key%26sku%3D541-18.0KCDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-18.0KCDKR-ND{URL.TIP}Supplier|5|2.8|0.03|0.03
25|0805||RES SMD 82 OHM 1% 1/8W 0805|CRCW080582R0FKEA|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW080582R0FKEA%26seller%3DDigi-Key%26sku%3D541-82.0CDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW080582R0FKEA%26seller%3DDigi-Key%26sku%3D541-82.0CDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW080582R0FKEA{URL.TIP}Manufacturer|1|Digi-Key|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW080582R0FKEA%26seller%3DDigi-Key%26sku%3D541-82.0CDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-82.0CDKR-ND{URL.TIP}Supplier|0|2.8|0.03|0.03
26|0805||RES SMD 470 OHM 1% 1/8W 0805|RC0805FR-07470RL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%2520Phycomp%26mpn%3DRC0805FR-07470RL%26seller%3DDigi-Key%26sku%3D311-470CRDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo%20Phycomp{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%2520Phycomp%26mpn%3DRC0805FR-07470RL%26seller%3DDigi-Key%26sku%3D311-470CRDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-07470RL{URL.TIP}Manufacturer|3|Digi-Key|USD|300|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%2520Phycomp%26mpn%3DRC0805FR-07470RL%26seller%3DDigi-Key%26sku%3D311-470CRDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-470CRDKR-ND{URL.TIP}Supplier|2372839|5.1|0.05|0.02
27|0805||RES, THICK FILM, 100R, 5%, 0.125W, 0805|RC0805JR-07100RL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805JR-07100RL%26seller%3DMouser%26sku%3D603-RC0805JR-07100RL%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805JR-07100RL%26seller%3DMouser%26sku%3D603-RC0805JR-07100RL%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805JR-07100RL{URL.TIP}Manufacturer|2|Mouser|USD|200|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805JR-07100RL%26seller%3DMouser%26sku%3D603-RC0805JR-07100RL%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}603-RC0805JR-07100RL{URL.TIP}Supplier|466386|1.8|0.02|0.01
28|0805||RESISTOR, 0805, 698R, 0.1%, 0.125W|ERA6AEB6980V|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERA6AEB6980V%26seller%3DMouser%26sku%3D667-ERA-6AEB6980V%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERA6AEB6980V%26seller%3DMouser%26sku%3D667-ERA-6AEB6980V%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERA6AEB6980V{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERA6AEB6980V%26seller%3DMouser%26sku%3D667-ERA-6AEB6980V%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERA-6AEB6980V{URL.TIP}Supplier|9529|14.9|0.15|0.15
29|1206||CAP CER 10UF 25V X5R 1206|TMK316BJ106ML-T|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DTMK316BJ106ML-T%26seller%3DDigi-Key%26sku%3D587-2259-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Taiyo%20Yuden{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DTMK316BJ106ML-T%26seller%3DDigi-Key%26sku%3D587-2259-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TMK316BJ106ML-T{URL.TIP}Manufacturer|2|Digi-Key|USD|200|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DTMK316BJ106ML-T%26seller%3DDigi-Key%26sku%3D587-2259-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-2259-6-ND{URL.TIP}Supplier|2000|24.66|0.25|0.12
30|1206||Current Sense Resistor, 0.01 ohm, 1206 [3216 Metric], 1 W,  1%, ERJ8B Series|ERJ-8BWFR010V|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-8BWFR010V%26seller%3DDigi-Key%26sku%3DP.010AUDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-8BWFR010V%26seller%3DDigi-Key%26sku%3DP.010AUDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-8BWFR010V{URL.TIP}Manufacturer|1|Digi-Key|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-8BWFR010V%26seller%3DDigi-Key%26sku%3DP.010AUDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P.010AUDKR-ND{URL.TIP}Supplier|127453|41.48|0.41|0.41
31|1206||Multilayer Ceramic Capacitors MLCC - SMD/SMT 1206 100uF 6.3volt X5R +/-20%|GRM31CR60J107ME39K|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM31CR60J107ME39K%26seller%3DDigi-Key%26sku%3DGRM31CR60J107ME39K-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|Obsolete|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM31CR60J107ME39K%26seller%3DDigi-Key%26sku%3DGRM31CR60J107ME39K-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GRM31CR60J107ME39K{URL.TIP}Manufacturer|2|Digi-Key|||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM31CR60J107ME39K%26seller%3DDigi-Key%26sku%3DGRM31CR60J107ME39K-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}GRM31CR60J107ME39K-ND{URL.TIP}Supplier|0|||
32|Nonstandard||FIXED IND 2.2UH 1.5A 87 MOHM SMD|VLF4012AT-2R2M1R5|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DVLF4012AT-2R2M1R5%26seller%3DDigi-Key%26sku%3D445-3233-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|Not Recommended for New Design|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DVLF4012AT-2R2M1R5%26seller%3DDigi-Key%26sku%3D445-3233-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}VLF4012AT-2R2M1R5{URL.TIP}Manufacturer|2|Digi-Key|USD|200|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DVLF4012AT-2R2M1R5%26seller%3DDigi-Key%26sku%3D445-3233-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-3233-1-ND{URL.TIP}Supplier|88270|103.5|1.04|0.52
33|QFN||IC BATT FUEL GAUGE LI-ION 12SON|BQ27441DRZR-G1A|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ27441DRZR-G1A%26seller%3DMouser%26sku%3D595-BQ27441DRZR-G1A%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ27441DRZR-G1A%26seller%3DMouser%26sku%3D595-BQ27441DRZR-G1A%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}BQ27441DRZR-G1A{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ27441DRZR-G1A%26seller%3DMouser%26sku%3D595-BQ27441DRZR-G1A%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-BQ27441DRZR-G1A{URL.TIP}Supplier|18412|173|1.73|1.73
34|QFN||SILICON LABS         CP2102N-A01-GQFN28             Interface Bridges, USB to UART, 3 V, 3.6 V, QFN, 28 Pins, -40 C                          New|CP2102N-A01-GQFN28|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSilicon%2520Labs%26mpn%3DCP2102N-A01-GQFN28%26seller%3DDigi-Key%26sku%3D336-3694-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Silicon%20Labs{URL.TIP}Component|Unknown|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSilicon%2520Labs%26mpn%3DCP2102N-A01-GQFN28%26seller%3DDigi-Key%26sku%3D336-3694-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CP2102N-A01-GQFN28{URL.TIP}Manufacturer|1|Digi-Key|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSilicon%2520Labs%26mpn%3DCP2102N-A01-GQFN28%26seller%3DDigi-Key%26sku%3D336-3694-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}336-3694-ND{URL.TIP}Supplier|13388|129.95|1.3|1.3
35|QFN||TEXAS INSTRUMENTS   BQ24075RGTT   IC, BATTERY CHARGER,LI-ION, 1.5A, QFN-16|BQ24075RGTT|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ24075RGTT%26seller%3DMouser%26sku%3D595-BQ24075RGTT%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ24075RGTT%26seller%3DMouser%26sku%3D595-BQ24075RGTT%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}BQ24075RGTT{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ24075RGTT%26seller%3DMouser%26sku%3D595-BQ24075RGTT%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-BQ24075RGTT{URL.TIP}Supplier|2088|176|1.76|1.76
36|TO-236-3||TRANS NPN 25V 1.5A SOT-23|MMSS8050-L-TP|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMCC%26mpn%3DMMSS8050-L-TP%26seller%3DDigi-Key%26sku%3DMMSS8050-L-TPMSDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}MCC{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMCC%26mpn%3DMMSS8050-L-TP%26seller%3DDigi-Key%26sku%3DMMSS8050-L-TPMSDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MMSS8050-L-TP{URL.TIP}Manufacturer|2|Digi-Key|USD|200|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMCC%26mpn%3DMMSS8050-L-TP%26seller%3DDigi-Key%26sku%3DMMSS8050-L-TPMSDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}MMSS8050-L-TPMSDKR-ND{URL.TIP}Supplier|14680|24.92|0.25|0.12
37||Air Quality Sensors|10-500ppm Ethanol Sensor|MiCS-5524|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%26mpn%3DMICS-5524%26seller%3DMouser%26sku%3D523-MICS-5524%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Amphenol{URL.TIP}Component|Unknown|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%26mpn%3DMICS-5524%26seller%3DMouser%26sku%3D523-MICS-5524%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MICS-5524{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%26mpn%3DMICS-5524%26seller%3DMouser%26sku%3D523-MICS-5524%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}523-MICS-5524{URL.TIP}Supplier|27|947|9.47|9.47
